band_pos	base_score	move_score	stay_score	action	tb_value
# base=0 from=0 to=84 band_start=0 band_end=84
# start
78	24.0997829437255859	2089.3842773437500000	2089.3842773437500000	stay	78
79	24.3930015563964844	2113.7773437500000000	2113.7773437500000000	stay	79
80	24.3048515319824219	2138.0822753906250000	2138.0822753906250000	stay	80
81	24.2315139770507812	2162.3137207031250000	2162.3137207031250000	stay	81
82	24.1290245056152344	2186.4426269531250000	2186.4426269531250000	stay	82
83	24.2608356475830078	2210.7033691406250000	2210.7033691406250000	stay	83
# rest
84	24.3195323944091797	NA	2235.0229492187500000	stay	84
85	24.5550289154052734	NA	2259.5778808593750000	stay	85
86	24.5845508575439453	NA	2284.1623535156250000	stay	86
87	24.3782997131347656	NA	2308.5407714843750000	stay	87
88	24.4813156127929688	NA	2333.0219726562500000	stay	88
# base=2 from=173 to=291 band_start=2 band_end=120
# start
0	26.4645633697509766	79.5163955688476562	NA	move	0
# overlap
1	26.6486873626708984	106.1650848388671875	106.1650848388671875	stay	1
2	24.9847679138183594	131.1498565673828125	131.1498565673828125	stay	2
3	25.1338176727294922	156.2836761474609375	156.2836761474609375	stay	3
4	25.1487464904785156	181.4324188232421875	181.4324188232421875	stay	4
5	25.2533760070800781	206.6857910156250000	206.6857910156250000	stay	5
6	25.2982826232910156	231.9840698242187500	231.9840698242187500	stay	6
7	25.1636791229248047	257.1477355957031250	257.1477355957031250	stay	7
8	25.1338176727294922	282.2815551757812500	282.2815551757812500	stay	8
9	25.0890579223632812	307.3706054687500000	307.3706054687500000	stay	9
10	25.0145416259765625	332.3851318359375000	332.3851318359375000	stay	10
11	25.0741405487060547	357.4592590332031250	357.4592590332031250	stay	11
12	24.7916679382324219	382.2509155273437500	382.2509155273437500	stay	12
13	25.1039733886718750	407.3548889160156250	407.3548889160156250	stay	13
14	24.9698867797851562	432.3247680664062500	432.3247680664062500	stay	14
15	24.7620258331298828	457.0867919921875000	457.0867919921875000	stay	15
16	25.2085056304931641	482.2952880859375000	482.2952880859375000	stay	16
17	25.1636791229248047	507.4589538574218750	507.4589538574218750	stay	17
18	25.2085056304931641	532.6674804687500000	532.6674804687500000	stay	18
19	24.9550113677978516	557.6224975585937500	557.6224975585937500	stay	19
20	25.1487464904785156	582.7712402343750000	582.7712402343750000	stay	20
21	25.0890579223632812	607.8602905273437500	607.8602905273437500	stay	21
22	24.9550113677978516	632.8153076171875000	632.8153076171875000	stay	22
23	25.1636791229248047	657.9790039062500000	657.9790039062500000	stay	23
24	25.1338176727294922	683.1127929687500000	683.1127929687500000	stay	24
25	25.4032192230224609	708.5159912109375000	708.5159912109375000	stay	25
26	25.5083770751953125	734.0243530273437500	734.0243530273437500	stay	26
27	25.7193412780761719	759.7437133789062500	759.7437133789062500	stay	27
28	25.3882160186767578	785.1319580078125000	785.1319580078125000	stay	28
29	25.4032192230224609	810.5351562500000000	810.5351562500000000	stay	29
30	25.4182281494140625	835.9533691406250000	835.9533691406250000	stay	30
31	25.5836200714111328	861.5369873046875000	861.5369873046875000	stay	31
32	25.7797794342041016	887.3167724609375000	887.3167724609375000	stay	32
33	26.1134357452392578	913.4302368164062500	913.4302368164062500	stay	33
34	26.8488750457763672	940.2791137695312500	940.2791137695312500	stay	34
35	28.5091400146484375	968.7882690429687500	968.7882690429687500	stay	35
36	28.2870063781738281	997.0752563476562500	997.0752563476562500	stay	36
37	28.9079685211181641	1025.9832763671875000	1025.9832763671875000	stay	37
38	28.9399948120117188	1054.9232177734375000	1054.9232177734375000	stay	38
39	28.7960147857666016	1083.7192382812500000	1083.7192382812500000	stay	39
40	28.8759613037109375	1112.5952148437500000	1112.5952148437500000	stay	40
41	28.6524009704589844	1141.2475585937500000	1141.2475585937500000	stay	41
42	28.7960147857666016	1170.0435791015625000	1170.0435791015625000	stay	42
43	28.5727634429931641	1198.6163330078125000	1198.6163330078125000	stay	43
44	28.8759613037109375	1227.4923095703125000	1227.4923095703125000	stay	44
45	28.6683406829833984	1256.1606445312500000	1256.1606445312500000	stay	45
46	28.9720363616943359	1285.1326904296875000	1285.1326904296875000	stay	46
47	28.5409431457519531	1313.6735839843750000	1313.6735839843750000	stay	47
48	28.8279838562011719	1342.5015869140625000	1342.5015869140625000	stay	48
49	28.5727634429931641	1371.0743408203125000	1371.0743408203125000	stay	49
50	28.7640705108642578	1399.8383789062500000	1399.8383789062500000	stay	50
51	28.4932441711425781	1428.3316650390625000	1428.3316650390625000	stay	51
52	28.7960147857666016	1457.1276855468750000	1457.1276855468750000	stay	52
53	28.7640705108642578	1485.8917236328125000	1485.8917236328125000	stay	53
54	28.2870063781738281	1514.1787109375000000	1514.1787109375000000	stay	54
55	28.3820972442626953	1542.5607910156250000	1542.5607910156250000	stay	55
56	24.3930015563964844	1566.9537353515625000	1566.9537353515625000	stay	56
57	23.4609355926513672	1590.4146728515625000	1590.4146728515625000	stay	57
58	23.5042190551757812	1613.9189453125000000	1613.9189453125000000	stay	58
59	23.5764522552490234	1637.4953613281250000	1637.4953613281250000	stay	59
60	24.0413475036621094	1661.5367431640625000	1661.5367431640625000	stay	60
61	25.2982826232910156	1686.8350830078125000	1686.8350830078125000	stay	61
62	25.1636791229248047	1711.9987792968750000	1711.9987792968750000	stay	62
63	25.5836200714111328	1737.5823974609375000	1737.5823974609375000	stay	63
64	25.1487464904785156	1762.7312011718750000	1762.7312011718750000	stay	64
65	25.0592346191406250	1787.7904052734375000	1787.7904052734375000	stay	65
66	25.0741405487060547	1812.8645019531250000	1812.8645019531250000	stay	66
67	25.0890579223632812	1837.9536132812500000	1837.9536132812500000	stay	67
68	24.9550113677978516	1862.9085693359375000	1862.9085693359375000	stay	68
69	24.9996528625488281	1887.9082031250000000	1887.9082031250000000	stay	69
70	25.1188926696777344	1913.0270996093750000	1913.0270996093750000	stay	70
71	25.5685634613037109	1938.5957031250000000	1938.5957031250000000	stay	71
72	25.1636791229248047	1963.7593994140625000	1963.7593994140625000	stay	72
73	25.3282432556152344	1989.0876464843750000	1989.0876464843750000	stay	73
74	25.3582191467285156	2014.4459228515625000	2014.4459228515625000	stay	74
75	25.7495498657226562	2040.1954345703125000	2040.1954345703125000	stay	75
76	25.0890579223632812	2065.2844238281250000	2065.2844238281250000	stay	76
77	24.0997829437255859	2089.3842773437500000	2089.3842773437500000	stay	77
78	24.3930015563964844	2113.7773437500000000	2113.7773437500000000	stay	78
79	24.3048515319824219	2138.0822753906250000	2138.0822753906250000	stay	79
80	24.2315139770507812	2162.3137207031250000	2162.3137207031250000	stay	80
81	24.1290245056152344	2186.4426269531250000	2186.4426269531250000	stay	81
82	24.2608356475830078	2210.7033691406250000	2210.7033691406250000	stay	82
83	24.3195323944091797	2235.0229492187500000	2235.0229492187500000	stay	83
84	24.5550289154052734	2259.5778808593750000	2259.5778808593750000	stay	84
85	24.5845508575439453	2284.1623535156250000	2284.1623535156250000	stay	85
86	24.3782997131347656	2308.5407714843750000	2308.5407714843750000	stay	86
87	24.4813156127929688	2333.0219726562500000	2333.0219726562500000	stay	87
88	25.1188926696777344	2358.1408691406250000	2358.1408691406250000	stay	88
# rest
89	24.8806953430175781	NA	2383.0214843750000000	stay	89
90	25.3282432556152344	NA	2408.3496093750000000	stay	90
91	24.7768440246582031	NA	2433.1264648437500000	stay	91
92	25.3582191467285156	NA	2458.4846191406250000	stay	92
93	25.5384616851806641	NA	2484.0231933593750000	stay	93
94	25.2234573364257812	NA	2509.2465820312500000	stay	94
95	25.3582191467285156	NA	2534.6047363281250000	stay	95
96	24.8658466339111328	NA	2559.4707031250000000	stay	96
97	25.2533760070800781	NA	2584.7241210937500000	stay	97
98	25.0443325042724609	NA	2609.7685546875000000	stay	98
99	25.0592346191406250	NA	2634.8278808593750000	stay	99
100	25.3882160186767578	NA	2660.2160644531250000	stay	100
101	25.1487464904785156	NA	2685.3647460937500000	stay	101
102	24.7620258331298828	NA	2710.1267089843750000	stay	102
103	25.2085056304931641	NA	2735.3352050781250000	stay	103
104	25.1636791229248047	NA	2760.4987792968750000	stay	104
105	25.1487464904785156	NA	2785.6474609375000000	stay	105
106	25.1039733886718750	NA	2810.7514648437500000	stay	106
107	25.2683410644531250	NA	2836.0197753906250000	stay	107
108	25.3282432556152344	NA	2861.3479003906250000	stay	108
109	25.0443325042724609	NA	2886.3923339843750000	stay	109
110	25.4933433532714844	NA	2911.8857421875000000	stay	110
111	25.0145416259765625	NA	2936.9003906250000000	stay	111
112	25.2683410644531250	NA	2962.1687011718750000	stay	112
113	25.0592346191406250	NA	2987.2280273437500000	stay	113
114	25.4632854461669922	NA	3012.6914062500000000	stay	114
115	24.9698867797851562	NA	3037.6613769531250000	stay	115
116	24.8361606597900391	NA	3062.4975585937500000	stay	116
117	25.2982826232910156	NA	3087.7958984375000000	stay	117
# base=3 from=291 to=414 band_start=3 band_end=126
# start
0	26.6486873626708984	106.1650848388671875	NA	move	0
# overlap
1	24.9847679138183594	131.1498565673828125	131.1498565673828125	stay	1
2	25.1338176727294922	156.2836761474609375	156.2836761474609375	stay	2
3	25.1487464904785156	181.4324188232421875	181.4324188232421875	stay	3
4	25.2533760070800781	206.6857910156250000	206.6857910156250000	stay	4
5	25.2982826232910156	231.9840698242187500	231.9840698242187500	stay	5
6	25.1636791229248047	257.1477355957031250	257.1477355957031250	stay	6
7	25.1338176727294922	282.2815551757812500	282.2815551757812500	stay	7
8	25.0890579223632812	307.3706054687500000	307.3706054687500000	stay	8
9	25.0145416259765625	332.3851318359375000	332.3851318359375000	stay	9
10	25.0741405487060547	357.4592590332031250	357.4592590332031250	stay	10
11	24.7916679382324219	382.2509155273437500	382.2509155273437500	stay	11
12	25.1039733886718750	407.3548889160156250	407.3548889160156250	stay	12
13	24.9698867797851562	432.3247680664062500	432.3247680664062500	stay	13
14	24.7620258331298828	457.0867919921875000	457.0867919921875000	stay	14
15	25.2085056304931641	482.2952880859375000	482.2952880859375000	stay	15
16	25.1636791229248047	507.4589538574218750	507.4589538574218750	stay	16
17	25.2085056304931641	532.6674804687500000	532.6674804687500000	stay	17
18	24.9550113677978516	557.6224975585937500	557.6224975585937500	stay	18
19	25.1487464904785156	582.7712402343750000	582.7712402343750000	stay	19
20	25.0890579223632812	607.8602905273437500	607.8602905273437500	stay	20
21	24.9550113677978516	632.8153076171875000	632.8153076171875000	stay	21
22	25.1636791229248047	657.9790039062500000	657.9790039062500000	stay	22
23	25.1338176727294922	683.1127929687500000	683.1127929687500000	stay	23
24	25.4032192230224609	708.5159912109375000	708.5159912109375000	stay	24
25	25.5083770751953125	734.0243530273437500	734.0243530273437500	stay	25
26	25.7193412780761719	759.7437133789062500	759.7437133789062500	stay	26
27	25.3882160186767578	785.1319580078125000	785.1319580078125000	stay	27
28	25.4032192230224609	810.5351562500000000	810.5351562500000000	stay	28
