band_pos	base_score	move_score	stay_score	action	tb_value
# base=0 from=0 to=84 band_start=0 band_end=84
# start
98	15.1762628555297852	12095.2656250000000000	11560.7275390625000000	stay	98
99	11.8139610290527344	12119.6103515625000000	11572.5410156250000000	stay	99
100	12.1748638153076172	12143.0625000000000000	11584.7158203125000000	stay	100
101	12.3730573654174805	12166.8544921875000000	11597.0888671875000000	stay	101
102	12.1748638153076172	12190.5253906250000000	11609.2636718750000000	stay	102
103	12.2476968765258789	12214.1923828125000000	11621.5117187500000000	stay	103
104	12.3835325241088867	12238.0234375000000000	11633.8955078125000000	stay	104
105	12.5939712524414062	12262.1171875000000000	11646.4892578125000000	stay	105
106	12.4674940109252930	12286.1669921875000000	11658.9570312500000000	stay	106
107	11.1084451675415039	12308.8085937500000000	11670.0654296875000000	stay	107
108	10.9403820037841797	12330.7402343750000000	11681.0058593750000000	stay	108
# rest
109	11.1283006668090820	NA	11692.1337890625000000	stay	109
110	11.2577981948852539	NA	11703.3916015625000000	stay	110
111	11.2178735733032227	NA	11714.6093750000000000	stay	111
112	11.1084451675415039	NA	11725.7177734375000000	stay	112
113	11.0193109512329102	NA	11736.7373046875000000	stay	113
# base=61 from=6987 to=7107 band_start=600 band_end=720
# start
0	14.4611110687255859	10425.8496093750000000	NA	move	0
# overlap
1	14.4271650314331055	10437.5683593750000000	10440.2763671875000000	move	0
2	14.6884508132934570	10449.5517578125000000	10452.2568359375000000	move	0
3	14.5631952285766602	10461.3847656250000000	10464.1152343750000000	move	0
4	14.6656379699707031	10473.3320312500000000	10476.0507812500000000	move	0
5	14.6200647354125977	10485.2236328125000000	10487.9521484375000000	move	0
6	14.6314516067504883	10497.1308593750000000	10499.8554687500000000	move	0
7	14.6314516067504883	10509.0371093750000000	10511.7626953125000000	move	0
8	14.6428422927856445	10520.9541015625000000	10523.6796875000000000	move	0
9	14.5064401626586914	10532.7353515625000000	10535.4609375000000000	move	0
10	14.7455644607543945	10544.7675781250000000	10547.4804687500000000	move	0
11	14.5859279632568359	10556.6171875000000000	10559.3535156250000000	move	0
12	14.6086788177490234	10568.5048828125000000	10571.2255859375000000	move	0
13	14.8486423492431641	10580.6308593750000000	10583.3535156250000000	move	0
14	14.8257045745849609	10592.7109375000000000	10595.4570312500000000	move	0
15	14.8142433166503906	10604.7802734375000000	10607.5253906250000000	move	0
16	14.8830842971801758	10616.9199218750000000	10619.6630859375000000	move	0
17	14.9751167297363281	10629.1464843750000000	10631.8955078125000000	move	0
18	15.1021280288696289	10641.4902343750000000	10644.2490234375000000	move	0
19	14.8142433166503906	10653.5332031250000000	10656.3046875000000000	move	0
20	14.9520816802978516	10665.7421875000000000	10668.4853515625000000	move	0
21	14.9290647506713867	10677.9140625000000000	10680.6708984375000000	move	0
22	14.8945732116699219	10690.0546875000000000	10692.8085937500000000	move	0
23	14.8257045745849609	10702.1298828125000000	10704.8808593750000000	move	0
24	15.0443305969238281	10714.4287109375000000	10717.1738281250000000	move	0
25	14.9635972976684570	10726.6279296875000000	10729.3925781250000000	move	0
26	14.8715963363647461	10738.7421875000000000	10741.5000000000000000	move	0
27	14.8142433166503906	10750.8076171875000000	10753.5566406250000000	move	0
28	15.0097055435180664	10763.0742187500000000	10765.8173828125000000	move	0
29	14.9520816802978516	10775.2646484375000000	10778.0263671875000000	move	0
30	14.9635972976684570	10787.4716796875000000	10790.2285156250000000	move	0
31	15.0212430953979492	10799.7353515625000000	10802.4931640625000000	move	0
32	14.8715963363647461	10811.8437500000000000	10814.6074218750000000	move	0
33	14.9060659408569336	10824.0009765625000000	10826.7500000000000000	move	0
34	14.8830842971801758	10836.1318359375000000	10838.8837890625000000	move	0
35	14.9405708312988281	10848.3232421875000000	10851.0722656250000000	move	0
36	14.5973014831542969	10860.1660156250000000	10862.9208984375000000	move	0
37	14.4611110687255859	10871.9042968750000000	10874.6269531250000000	move	0
38	14.4837684631347656	10883.6796875000000000	10886.3876953125000000	move	0
39	14.6542377471923828	10895.6240234375000000	10898.3339843750000000	move	0
40	14.6542377471923828	10907.5507812500000000	10910.2783203125000000	move	0
41	14.6314516067504883	10919.4550781250000000	10922.1826171875000000	move	0
42	14.5631952285766602	10931.2929687500000000	10934.0185546875000000	move	0
43	14.3368310928344727	10942.9111328125000000	10945.6298828125000000	move	0
44	14.3481063842773438	10954.5625000000000000	10957.2587890625000000	move	0
45	14.5177822113037109	10966.3828125000000000	10969.0800781250000000	move	0
46	15.1368589401245117	10978.8056640625000000	10981.5195312500000000	move	0
47	15.7098045349121094	10991.7412109375000000	10994.5156250000000000	move	0
48	15.5567626953125000	11004.4687500000000000	11007.2978515625000000	move	0
49	15.4863786697387695	11017.1406250000000000	11019.9550781250000000	move	0
50	15.6273031234741211	11029.9599609375000000	11032.7675781250000000	move	0
51	16.5467567443847656	11043.6865234375000000	11046.5068359375000000	move	0
52	17.5049457550048828	11058.2841796875000000	11061.1914062500000000	move	0
53	17.6172389984130859	11072.9072265625000000	11075.9013671875000000	move	0
54	18.3112926483154297	11088.2148437500000000	11091.2187500000000000	move	0
55	18.0194206237792969	11103.1689453125000000	11106.2343750000000000	move	0
56	18.1206760406494141	11118.2500000000000000	11121.2900390625000000	move	0
57	18.4005889892578125	11133.6015625000000000	11136.6503906250000000	move	0
58	18.2349281311035156	11148.7636718750000000	11151.8369140625000000	move	0
59	18.6183528900146484	11164.3222656250000000	11167.3818359375000000	move	0
60	18.2222156524658203	11179.4531250000000000	11182.5449218750000000	move	0
61	18.5798320770263672	11194.9755859375000000	11198.0332031250000000	move	0
62	18.5798320770263672	11210.4667968750000000	11213.5556640625000000	move	0
63	18.2858200073242188	11225.6640625000000000	11228.7529296875000000	move	0
64	18.0573577880859375	11240.6582031250000000	11243.7216796875000000	move	0
65	18.1080055236816406	11255.7236328125000000	11258.7666015625000000	move	0
66	18.0194206237792969	11270.6953125000000000	11273.7431640625000000	move	0
67	17.6297416687011719	11285.2851562500000000	11288.3251953125000000	move	0
68	17.7173595428466797	11299.9980468750000000	11303.0029296875000000	move	0
69	17.7173595428466797	11314.7021484375000000	11317.7158203125000000	move	0
70	17.6923046112060547	11329.3808593750000000	11332.3945312500000000	move	0
71	17.7173595428466797	11344.0878906250000000	11347.0986328125000000	move	0
72	16.9733772277832031	11358.0478515625000000	11361.0615234375000000	move	0
73	16.6437931060791016	11371.7451171875000000	11374.6914062500000000	move	0
74	17.2814311981201172	11386.1103515625000000	11389.0263671875000000	move	0
75	17.2566852569580078	11400.3935546875000000	11403.3671875000000000	move	0
76	17.4800376892089844	11414.9023437500000000	11417.8740234375000000	move	0
77	17.3185825347900391	11429.2285156250000000	11432.2207031250000000	move	0
78	17.3681831359863281	11443.6201171875000000	11446.5966796875000000	move	0
79	17.6672649383544922	11458.3056640625000000	11461.2871093750000000	move	0
80	17.4800376892089844	11472.7783203125000000	11475.7861328125000000	move	0
81	17.9689006805419922	11487.7548828125000000	11490.7470703125000000	move	0
82	18.2858200073242188	11503.0058593750000000	11506.0410156250000000	move	0
83	18.2476444244384766	11518.1904296875000000	11521.2539062500000000	move	0
84	18.2476444244384766	11533.3779296875000000	11536.4384765625000000	move	0
85	18.2985534667968750	11548.6162109375000000	11551.6767578125000000	move	0
86	18.2349281311035156	11563.7871093750000000	11566.8515625000000000	move	0
87	14.5291290283203125	11575.2568359375000000	11578.3164062500000000	move	0
88	14.9290647506713867	11587.4697265625000000	11590.1855468750000000	move	0
89	15.1484489440917969	11599.8642578125000000	11602.6181640625000000	move	0
90	14.9290647506713867	11612.0175781250000000	11614.7929687500000000	move	0
91	15.0097055435180664	11624.2734375000000000	11627.0273437500000000	move	0
92	15.1600389480590820	11636.6718750000000000	11639.4335937500000000	move	0
93	15.3927822113037109	11649.2880859375000000	11652.0644531250000000	move	0
94	15.2529220581054688	11661.7421875000000000	11664.5410156250000000	move	0
95	13.7455453872680664	11672.7021484375000000	11675.4873046875000000	move	0
96	13.5585231781005859	11683.6240234375000000	11686.2607421875000000	move	0
97	13.7676315307617188	11694.7734375000000000	11697.3916015625000000	move	0
98	13.9116268157958984	11706.0458984375000000	11708.6855468750000000	move	0
99	13.8672418594360352	11717.2587890625000000	11719.9130859375000000	move	0
100	13.7455453872680664	11728.3544921875000000	11731.0039062500000000	move	0
101	13.6463737487792969	11739.3642578125000000	11742.0009765625000000	move	0
102	13.7676315307617188	11750.5048828125000000	11753.1318359375000000	move	0
# rest
103	13.7345094680786133	NA	11764.2392578125000000	stay	1
104	13.7897357940673828	NA	11778.0292968750000000	stay	2
105	13.7565860748291016	NA	11791.7861328125000000	stay	3
106	13.7455453872680664	NA	11805.5312500000000000	stay	4
107	13.6683807373046875	NA	11819.1992187500000000	stay	5
108	13.4491081237792969	NA	11832.6484375000000000	stay	6
109	13.8672418594360352	NA	11846.5156250000000000	stay	7
110	13.8894252777099609	NA	11860.4052734375000000	stay	8
111	13.7234773635864258	NA	11874.1289062500000000	stay	9
112	13.6243858337402344	NA	11887.7529296875000000	stay	10
113	13.8561563491821289	NA	11901.6093750000000000	stay	11
114	13.6573753356933594	NA	11915.2666015625000000	stay	12
115	13.7676315307617188	NA	11929.0341796875000000	stay	13
116	13.6793899536132812	NA	11942.7138671875000000	stay	14
117	13.6573753356933594	NA	11956.3710937500000000	stay	15
118	13.6353778839111328	NA	11970.0068359375000000	stay	16
119	13.6904039382934570	NA	11983.6972656250000000	stay	17
# base=62 from=7107 to=7239 band_start=612 band_end=744
# start
0	16.9398365020751953	10573.5566406250000000	NA	move	0
# overlap
1	17.1981620788574219	10585.7031250000000000	10590.7548828125000000	move	0
2	17.1734752655029297	10597.8046875000000000	10602.8769531250000000	move	0
3	17.1611385345458984	10609.8720703125000000	10614.9658203125000000	move	0
4	17.2352275848388672	10622.0156250000000000	10627.1074218750000000	move	0
5	17.3342552185058594	10634.2539062500000000	10639.3496093750000000	move	0
6	17.4708843231201172	10646.6171875000000000	10651.7246093750000000	move	0
7	17.1611385345458984	10658.6513671875000000	10663.7783203125000000	move	0
8	17.3094711303710938	10670.8427734375000000	10675.9609375000000000	move	0
9	17.2847061157226562	10683.0273437500000000	10688.1279296875000000	move	0
10	17.2475910186767578	10695.1621093750000000	10700.2753906250000000	move	0
11	17.1734752655029297	10707.2285156250000000	10712.3359375000000000	move	0
12	17.4087142944335938	10719.5390625000000000	10724.6376953125000000	move	0
13	17.3218612670898438	10731.7509765625000000	10736.8613281250000000	move	0
14	17.2228641510009766	10743.8505859375000000	10748.9736328125000000	move	0
15	17.1611385345458984	10755.9033203125000000	10761.0117187500000000	move	0
16	17.3714675903320312	10768.1787109375000000	10773.2744140625000000	move	0
17	17.3094711303710938	10780.3837890625000000	10785.4882812500000000	move	0
18	17.3218612670898438	10792.5869140625000000	10797.7060546875000000	move	0
19	17.3838787078857422	10804.8554687500000000	10809.9707031250000000	move	0
20	17.2228641510009766	10816.9580078125000000	10822.0781250000000000	move	0
21	17.2599582672119141	10829.1035156250000000	10834.2177734375000000	move	0
22	17.2352275848388672	10841.2363281250000000	10846.3388671875000000	move	0
23	17.2970867156982422	10853.4287109375000000	10858.5332031250000000	move	0
24	16.9275836944580078	10865.2509765625000000	10870.3564453125000000	move	0
25	16.7809009552001953	10876.9472656250000000	10882.0322265625000000	move	0
26	16.8053073883056641	10888.7099609375000000	10893.7529296875000000	move	0
27	16.9888935089111328	10900.6689453125000000	10905.6992187500000000	move	0
28	16.9888935089111328	10912.6132812500000000	10917.6582031250000000	move	0
29	16.9643573760986328	10924.5156250000000000	10929.5781250000000000	move	0
30	16.8908538818359375	10936.3457031250000000	10941.4062500000000000	move	0
31	16.6470031738281250	10947.9404296875000000	10952.9931640625000000	move	0
32	16.6591529846191406	10959.5703125000000000	10964.5996093750000000	move	0
33	16.8419437408447266	10971.4042968750000000	10976.4121093750000000	move	0
34	17.5082378387451172	10983.8906250000000000	10988.9121093750000000	move	0
35	18.1240291595458984	10996.9296875000000000	11002.0146484375000000	move	0
36	17.9596214294433594	11009.7011718750000000	11014.8896484375000000	move	0
37	17.8839893341064453	11022.3525390625000000	11027.5849609375000000	move	0
38	18.0354061126708984	11035.1757812500000000	11040.3876953125000000	move	0
39	19.0221900939941406	11048.9824218750000000	11054.1982421875000000	move	0
40	20.0485820770263672	11063.7353515625000000	11069.0312500000000000	move	0
41	20.1687450408935547	11078.4531250000000000	11083.9042968750000000	move	0
42	20.9108886718750000	11093.8183593750000000	11099.3642578125000000	move	0
43	20.5989074707031250	11108.8134765625000000	11114.4169921875000000	move	0
44	20.7071571350097656	11123.8759765625000000	11129.5205078125000000	move	0
45	21.0063076019287109	11139.2558593750000000	11144.8818359375000000	move	0
46	20.8292789459228516	11154.4306640625000000	11160.0849609375000000	move	0
47	21.2389354705810547	11170.0029296875000000	11175.6699218750000000	move	0
48	20.8156929016113281	11185.1376953125000000	11190.8183593750000000	move	0
49	21.1977920532226562	11200.6513671875000000	11206.3359375000000000	move	0
50	21.1977920532226562	11216.1738281250000000	11221.8496093750000000	move	0
51	20.8836688995361328	11231.3505859375000000	11237.0576171875000000	move	0
52	20.6394653320312500	11246.3037109375000000	11251.9902343750000000	move	0
53	20.6936111450195312	11261.3515625000000000	11266.9970703125000000	move	0
54	20.5989074707031250	11276.3222656250000000	11281.9501953125000000	move	0
55	20.1821212768554688	11290.8769531250000000	11296.5039062500000000	move	0
56	20.2758598327636719	11305.5605468750000000	11311.1523437500000000	move	0
57	20.2758598327636719	11320.2734375000000000	11325.8359375000000000	move	0
58	20.2490558624267578	11334.9511718750000000	11340.5224609375000000	move	0
59	20.2758598327636719	11349.6562500000000000	11355.2265625000000000	move	0
60	19.4794139862060547	11363.5673828125000000	11369.1357421875000000	move	0
61	19.1262207031250000	11377.1738281250000000	11382.6933593750000000	move	0
62	19.8093280792236328	11391.5546875000000000	11396.9833984375000000	move	0
63	19.7828330993652344	11405.8935546875000000	11411.3378906250000000	move	0
64	20.0219249725341797	11420.4150390625000000	11425.9150390625000000	move	0
65	19.8491020202636719	11434.7509765625000000	11440.2636718750000000	move	0
66	19.9022006988525391	11449.1308593750000000	11454.6533203125000000	move	0
67	20.2222690582275391	11463.8427734375000000	11469.3535156250000000	move	0
68	20.0219249725341797	11478.3271484375000000	11483.8642578125000000	move	0
69	20.5448894500732422	11493.3232421875000000	11498.8720703125000000	move	0
70	20.8836688995361328	11508.6386718750000000	11514.2070312500000000	move	0
71	20.8428688049316406	11523.8486328125000000	11529.4814453125000000	move	0
72	20.8428688049316406	11539.0332031250000000	11544.6914062500000000	move	0
73	20.8972759246826172	11554.2753906250000000	11559.9306640625000000	move	0
74	20.8292789459228516	11569.4453125000000000	11575.1044921875000000	move	0
75	16.8541641235351562	11580.6416015625000000	11586.2998046875000000	move	0
76	17.2847061157226562	11592.5419921875000000	11597.9267578125000000	move	0
77	17.5207023620605469	11604.9902343750000000	11610.0625000000000000	move	0
78	17.2847061157226562	11617.1494140625000000	11622.2753906250000000	move	0
79	17.3714675903320312	11629.3886718750000000	11634.5205078125000000	move	0
80	17.5331668853759766	11641.8066406250000000	11646.9218750000000000	move	0
81	17.7833995819091797	11654.4550781250000000	11659.5898437500000000	move	0
82	17.6330451965332031	11666.9208984375000000	11672.0878906250000000	move	0
83	16.0093746185302734	11677.7519531250000000	11682.9306640625000000	move	0
84	15.8074865341186523	11688.5097656250000000	11693.5595703125000000	move	0
85	16.0332088470458984	11699.6572265625000000	11704.5429687500000000	move	0
86	16.1885719299316406	11710.9619140625000000	11715.8457031250000000	move	0
87	16.1406879425048828	11722.1865234375000000	11727.1025390625000000	move	0
88	16.0093746185302734	11733.2685546875000000	11738.1962890625000000	move	0
89	15.9023332595825195	11744.2568359375000000	11749.1708984375000000	move	0
90	16.0332088470458984	11755.3974609375000000	11760.2900390625000000	move	0
91	15.9974632263183594	11766.5019531250000000	11771.3945312500000000	move	0
92	16.0570621490478516	11780.2958984375000000	11782.5585937500000000	move	0
93	16.0212898254394531	11794.0507812500000000	11796.3173828125000000	move	0
94	16.0093746185302734	11807.7958984375000000	11810.0605468750000000	move	0
95	15.9260883331298828	11821.4570312500000000	11823.7216796875000000	move	0
96	15.6893281936645508	11834.8886718750000000	11837.1464843750000000	move	0
97	16.1406879425048828	11848.7890625000000000	11851.0292968750000000	move	0
98	16.1646213531494141	11862.6806640625000000	11864.9541015625000000	move	0
99	15.9855566024780273	11876.3906250000000000	11878.6660156250000000	move	0
100	15.8785953521728516	11890.0078125000000000	11892.2695312500000000	move	0
101	16.1287288665771484	11903.8818359375000000	11906.1367187500000000	move	0
102	15.9142084121704102	11917.5234375000000000	11919.7958984375000000	move	0
103	16.0332088470458984	11931.2998046875000000	11933.5566406250000000	move	0
104	15.9379720687866211	11944.9716796875000000	11947.2373046875000000	move	0
105	15.9142084121704102	11958.6279296875000000	11960.8857421875000000	move	0
106	15.8904619216918945	11972.2617187500000000	11974.5185546875000000	move	0
107	15.9498605728149414	11985.9570312500000000	11988.2119140625000000	move	0
108	16.0809326171875000	11999.7783203125000000	12002.0380859375000000	move	0
# rest
109	15.9260883331298828	NA	12015.7041015625000000	stay	1
110	16.1167736053466797	NA	12031.8212890625000000	stay	2
111	15.5363864898681641	NA	12047.3574218750000000	stay	3
112	16.0332088470458984	NA	12063.3906250000000000	stay	4
113	15.8904619216918945	NA	12079.2812500000000000	stay	5
114	15.9023332595825195	NA	12095.1835937500000000	stay	6
115	16.0093746185302734	NA	12111.1933593750000000	stay	7
116	16.0212898254394531	NA	12127.2148437500000000	stay	8
117	16.0212898254394531	NA	12143.2363281250000000	stay	9
118	16.0212898254394531	NA	12159.2578125000000000	stay	10
119	15.8785953521728516	NA	12175.1367187500000000	stay	11
120	15.9023332595825195	NA	12191.0390625000000000	stay	12
121	16.1526527404785156	NA	12207.1914062500000000	stay	13
122	16.0689945220947266	NA	12223.2607421875000000	stay	14
123	15.8193264007568359	NA	12239.0800781250000000	stay	15
124	15.8904619216918945	NA	12254.9707031250000000	stay	16
125	16.0689945220947266	NA	12271.0400390625000000	stay	17
126	15.9736547470092773	NA	12287.0136718750000000	stay	18
127	15.9260883331298828	NA	12302.9394531250000000	stay	19
128	15.9855566024780273	NA	12318.9248046875000000	stay	20
129	15.9855566024780273	NA	12334.9101562500000000	stay	21
130	15.7956514358520508	NA	12350.7060546875000000	stay	22
131	15.8193264007568359	NA	12366.5253906250000000	stay	23
# base=63 from=7239 to=7383 band_start=624 band_end=768
# start
0	14.7288513183593750	10721.9570312500000000	NA	move	0
# overlap
1	14.6489706039428711	10734.1884765625000000	10736.6064453125000000	move	0
2	14.5579442977905273	10746.3085937500000000	10748.7460937500000000	move	0
3	14.5011987686157227	10758.3515625000000000	10760.8095703125000000	move	0
4	14.6945915222167969	10770.5976562500000000	10773.0458984375000000	move	0
5	14.6375770568847656	10782.8164062500000000	10785.2353515625000000	move	0
6	14.6489706039428711	10795.0332031250000000	10797.4658203125000000	move	0
7	14.7060070037841797	10807.2929687500000000	10809.7392578125000000	move	0
8	14.5579442977905273	10819.4130859375000000	10821.8505859375000000	move	0
9	14.5920476913452148	10831.5498046875000000	10834.0048828125000000	move	0
10	14.5693101882934570	10843.6728515625000000	10846.1191406250000000	move	0
11	14.6261882781982422	10855.8623046875000000	10858.2988281250000000	move	0
12	14.2865705490112305	10867.7148437500000000	10870.1484375000000000	move	0
13	14.1518411636352539	10879.4023437500000000	10881.8662109375000000	move	0
14	14.1742544174194336	10891.1210937500000000	10893.5761718750000000	move	0
15	14.3428983688354492	10903.0527343750000000	10905.4638671875000000	move	0
16	14.3428983688354492	10915.0117187500000000	10917.3955078125000000	move	0
17	14.3203554153442383	10926.9335937500000000	10929.3320312500000000	move	0
18	14.2528295516967773	10938.7685546875000000	10941.1865234375000000	move	0
19	14.0288991928100586	10950.3750000000000000	10952.7978515625000000	move	0
20	14.0400533676147461	10961.9804687500000000	10964.4150390625000000	move	0
21	14.2079029083251953	10973.7783203125000000	10976.1884765625000000	move	0
22	14.8204069137573242	10986.2246093750000000	10988.5986328125000000	move	0
23	15.3873872756958008	10999.2783203125000000	11001.6123046875000000	move	0
24	15.2359285354614258	11012.1660156250000000	11014.5146484375000000	move	0
25	15.1662740707397461	11024.8671875000000000	11027.3320312500000000	move	0
26	15.3057374954223633	11037.6582031250000000	11040.1728515625000000	move	0
27	16.2158184051513672	11051.3916015625000000	11053.8740234375000000	move	0
28	17.1645126342773438	11066.1464843750000000	11068.5556640625000000	move	0
29	17.2757110595703125	11081.0107421875000000	11083.4218750000000000	move	0
30	17.9630680084228516	11096.4160156250000000	11098.9736328125000000	move	0
31	17.6739959716796875	11111.4921875000000000	11114.0898437500000000	move	0
32	17.7742786407470703	11126.5878906250000000	11129.2666015625000000	move	0
33	18.0515136718750000	11141.9277343750000000	11144.6396484375000000	move	0
34	17.8874340057373047	11157.1435546875000000	11159.8154296875000000	move	0
35	18.2672080993652344	11172.6982421875000000	11175.4111328125000000	move	0
36	17.8748435974121094	11187.8779296875000000	11190.5732421875000000	move	0
37	18.2290515899658203	11203.3671875000000000	11206.1074218750000000	move	0
38	18.2290515899658203	11218.8808593750000000	11221.5966796875000000	move	0
39	17.9378395080566406	11234.1113281250000000	11236.8183593750000000	move	0
40	17.7115669250488281	11249.0625000000000000	11251.8232421875000000	move	0
41	17.7617282867431641	11264.0654296875000000	11266.8242187500000000	move	0
42	17.6739959716796875	11279.0253906250000000	11281.7392578125000000	move	0
43	17.2880916595458984	11293.6103515625000000	11296.3134765625000000	move	0
44	17.3748569488525391	11308.2519531250000000	11310.9853515625000000	move	0
45	17.3748569488525391	11322.9355468750000000	11325.6269531250000000	move	0
46	17.3500442504882812	11337.6230468750000000	11340.2851562500000000	move	0
47	17.3748569488525391	11352.3261718750000000	11354.9980468750000000	move	0
48	16.6381778717041016	11366.2939453125000000	11368.9638671875000000	move	0
49	16.3118801116943359	11379.8789062500000000	11382.6054687500000000	move	0
50	16.9431877136230469	11394.1171875000000000	11396.8222656250000000	move	0
51	16.9186859130859375	11408.4736328125000000	11411.0361328125000000	move	0
52	17.1398468017578125	11423.0332031250000000	11425.6132812500000000	move	0
53	16.9799747467041016	11437.3945312500000000	11440.0126953125000000	move	0
54	17.0290889739990234	11451.7802734375000000	11454.4238281250000000	move	0
55	17.3252506256103516	11466.4560546875000000	11469.1054687500000000	move	0
56	17.1398468017578125	11480.9824218750000000	11483.5957031250000000	move	0
57	17.6239643096923828	11495.9511718750000000	11498.6064453125000000	move	0
58	17.9378395080566406	11511.2607421875000000	11513.8886718750000000	move	0
59	17.9000282287597656	11526.5390625000000000	11529.1611328125000000	move	0
60	17.9000282287597656	11541.7490234375000000	11544.4394531250000000	move	0
61	17.9504508972167969	11556.9833984375000000	11559.6992187500000000	move	0
62	17.8874340057373047	11572.1630859375000000	11574.8710937500000000	move	0
63	14.2191276550292969	11583.6640625000000000	11586.3818359375000000	move	0
64	14.6148033142089844	11595.2568359375000000	11598.2792968750000000	move	0
65	14.8318748474121094	11607.3740234375000000	11610.0888671875000000	move	0
66	14.6148033142089844	11619.6054687500000000	11621.9892578125000000	move	0
67	14.6945915222167969	11631.8437500000000000	11634.2998046875000000	move	0
68	14.8433427810668945	11644.2324218750000000	11646.6875000000000000	move	0
69	15.0736522674560547	11656.8798828125000000	11659.3056640625000000	move	0
70	14.9352521896362305	11669.3906250000000000	11671.8154296875000000	move	0
71	13.4440660476684570	11680.3652343750000000	11682.8349609375000000	move	0
72	13.2591123580932617	11691.0107421875000000	11693.6240234375000000	move	0
73	13.4659080505371094	11701.9755859375000000	11704.4765625000000000	move	0
74	13.6083211898803711	11713.2656250000000000	11715.5839843750000000	move	0
75	13.5644226074218750	11724.5263671875000000	11726.8300781250000000	move	0
76	13.4440660476684570	11735.6308593750000000	11737.9707031250000000	move	0
77	13.3459901809692383	11746.6142578125000000	11748.9765625000000000	move	0
78	13.4659080505371094	11757.7226562500000000	11760.0800781250000000	move	0
79	13.4331512451171875	11768.8310546875000000	11771.1562500000000000	move	0
80	13.4877681732177734	11779.9892578125000000	11782.3183593750000000	move	0
81	13.4549846649169922	11793.7509765625000000	11793.4443359375000000	stay	1
82	13.4440660476684570	11807.4951171875000000	11806.8886718750000000	stay	2
83	13.3677530288696289	11821.1640625000000000	11820.2568359375000000	stay	3
84	13.1509151458740234	11834.6083984375000000	11833.4082031250000000	stay	4
85	13.5644226074218750	11848.4531250000000000	11846.9726562500000000	stay	5
86	13.5863628387451172	11862.3750000000000000	11860.5585937500000000	stay	6
87	13.4222412109375000	11876.1025390625000000	11873.9804687500000000	stay	7
88	13.3242444992065430	11889.7148437500000000	11887.3046875000000000	stay	8
89	13.5534591674804688	11903.5615234375000000	11900.8583984375000000	stay	9
90	13.3568687438964844	11917.2382812500000000	11914.2148437500000000	stay	10
91	13.4659080505371094	11930.9892578125000000	11927.6806640625000000	stay	11
92	13.3786411285400391	11944.6787109375000000	11941.0595703125000000	stay	12
93	13.3568687438964844	11958.3281250000000000	11954.4160156250000000	stay	13
94	13.3351154327392578	11971.9628906250000000	11967.7509765625000000	stay	14
95	13.3895330429077148	11985.6513671875000000	11981.1406250000000000	stay	15
96	13.5096464157104492	11999.4667968750000000	11994.6503906250000000	stay	16
97	13.3677530288696289	12013.1464843750000000	12008.0185546875000000	stay	17
98	13.5425004959106445	12029.2470703125000000	12021.5615234375000000	stay	18
99	13.0109224319458008	12044.8320312500000000	12034.5722656250000000	stay	19
100	13.4659080505371094	12060.8232421875000000	12048.0380859375000000	stay	20
101	13.3351154327392578	12076.7255859375000000	12061.3730468750000000	stay	21
102	13.3459901809692383	12092.6269531250000000	12074.7187500000000000	stay	22
103	13.4440660476684570	12108.6279296875000000	12088.1630859375000000	stay	23
104	13.4549846649169922	12124.6484375000000000	12101.6181640625000000	stay	24
105	13.4549846649169922	12140.6699218750000000	12115.0732421875000000	stay	25
106	13.4549846649169922	12156.6914062500000000	12128.5283203125000000	stay	26
107	13.3242444992065430	12172.5820312500000000	12141.8525390625000000	stay	27
108	13.3459901809692383	12188.4824218750000000	12155.1982421875000000	stay	28
109	13.5753908157348633	12204.6142578125000000	12168.7734375000000000	stay	29
110	13.4987058639526367	12220.6904296875000000	12182.2724609375000000	stay	30
111	13.2699556350708008	12236.5302734375000000	12195.5419921875000000	stay	31
112	13.3351154327392578	12252.4150390625000000	12208.8769531250000000	stay	32
113	13.4987058639526367	12268.4697265625000000	12222.3759765625000000	stay	33
114	13.4113349914550781	12284.4511718750000000	12235.7871093750000000	stay	34
115	13.3677530288696289	12300.3818359375000000	12249.1552734375000000	stay	35
116	13.4222412109375000	12316.3613281250000000	12262.5771484375000000	stay	36
117	13.4222412109375000	12332.3466796875000000	12275.9990234375000000	stay	37
118	13.2482728958129883	12348.1582031250000000	12289.2470703125000000	stay	38
119	13.2699556350708008	12363.9755859375000000	12302.5166015625000000	stay	39
120	13.4440660476684570	12379.9697265625000000	12315.9609375000000000	stay	40
# rest
121	13.3459901809692383	NA	12329.3066406250000000	stay	41
122	13.3242444992065430	NA	12342.6308593750000000	stay	42
123	13.2157812118530273	NA	12355.8466796875000000	stay	43
124	13.4222412109375000	NA	12369.2685546875000000	stay	44
125	13.5534591674804688	NA	12382.8222656250000000	stay	45
126	13.7073545455932617	NA	12396.5292968750000000	stay	46
127	13.4113349914550781	NA	12409.9404296875000000	stay	47
128	14.0512151718139648	NA	12423.9912109375000000	stay	48
129	13.7956857681274414	NA	12437.7871093750000000	stay	49
130	14.0177497863769531	NA	12451.8046875000000000	stay	50
131	13.9398269653320312	NA	12465.7441406250000000	stay	51
132	13.9287128448486328	NA	12479.6728515625000000	stay	52
133	13.9287128448486328	NA	12493.6015625000000000	stay	53
134	13.9287128448486328	NA	12507.5302734375000000	stay	54
135	13.9509458541870117	NA	12521.4814453125000000	stay	55
